Customer,State,Customer Lifetime Value,Response,Coverage,Coverage Index,Education,Education Index,Effective To Date,Employment Status,Employment Status Index,Gender,Income,Location,Location Index,Marital Status,Marital Status Index,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Type Index,Policy,Policy Index,Renew Offer Type,Sales Channel,Sales Channel Index,Total Claim Amount,Vehicle Class,Vehicle Class Index,Vehicle Size,Vehicle Size Index
AH53588,California,6259.34,Yes,Basic,0,College,1,1/1/2024,Retired,3,M,36183,Suburban,1,Married,1,89,9,58,1,5,Personal Auto,0,Personal L2,1,2,Agent,2,427.68,Two-Door Car,0,Medsize,1
IU83998,Washington,15115.22,No,Premium,2,Bachelor,2,1/1/2024,Unemployed,0,F,0,Suburban,1,Married,1,402,35,127,0,1,Personal Auto,0,Personal L3,2,1,Branch,1,2896.56,Luxury Car,3,Medsize,1
VQ57815,Oregon,11918.31,No,Basic,0,Doctor,4,1/1/2024,Employed,1,M,82682,Rural,0,Married,1,149,32,28,0,3,Personal Auto,0,Personal L2,1,2,Branch,1,214.97,Sports Car,2,Medsize,1
PG27422,California,7971.54,No,Basic,0,Bachelor,2,1/1/2024,Employed,1,F,121437,Urban,2,Single,0,100,4,57,0,3,Corporate Auto,1,Corporate L3,5,2,Web,0,370.12,Four-Door Car,1,Medsize,1
VO25412,Washington,12064.71,No,Basic,0,Master,3,1/1/2024,Employed,1,F,50652,Rural,0,Married,1,100,28,41,0,2,Special Auto,2,Special L3,8,1,Agent,2,220.83,Two-Door Car,0,Medsize,1
FA90739,Oregon,16843.47,No,Extended,1,High School or Below,0,1/1/2024,Unemployed,0,M,0,Suburban,1,Single,0,163,9,46,0,2,Corporate Auto,1,Corporate L3,5,1,Call Center,3,1176.12,SUV,4,Medsize,1
OG30514,Nevada,27024.58,No,Basic,0,Bachelor,2,1/1/2024,Employed,1,F,88965,Suburban,1,Married,1,84,23,55,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,401.76,Four-Door Car,1,Medsize,1
GJ44951,Washington,6343.33,No,Basic,0,Bachelor,2,1/1/2024,Unemployed,0,F,0,Suburban,1,Single,0,90,36,96,0,6,Personal Auto,0,Personal L2,1,1,Agent,2,434.16,Two-Door Car,0,Medsize,1
QG39997,Arizona,5687.28,No,Premium,2,College,1,1/1/2024,Disabled,4,F,13631,Rural,0,Married,1,149,23,93,0,1,Personal Auto,0,Personal L1,0,1,Web,0,295.16,Four-Door Car,1,Medsize,1
AL43475,California,9953.86,No,Basic,0,College,1,1/1/2024,Employed,1,F,60666,Suburban,1,Married,1,247,9,50,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,2793.57,Luxury Car,3,Large,2
NF60680,Arizona,27130.81,Yes,Basic,0,High School or Below,0,1/1/2024,Employed,1,F,125234,Suburban,1,Married,1,96,23,20,0,2,Personal Auto,0,Personal L2,1,2,Agent,2,511.69,Two-Door Car,0,Large,2
EC66666,Arizona,9850.27,No,Basic,0,College,1,1/1/2024,Unemployed,0,F,0,Suburban,1,Divorced,2,90,39,119,0,2,Personal Auto,0,Personal L1,0,1,Web,0,434.16,Two-Door Car,0,Medsize,1
JV79596,Oregon,19702.51,No,Basic,0,Bachelor,2,1/1/2024,Disabled,4,F,37296,Suburban,1,Married,1,85,14,58,0,2,Special Auto,2,Special L2,7,3,Call Center,3,612.36,Two-Door Car,0,Small,0
UH22701,Oregon,13130.84,No,Extended,1,Master,3,1/1/2024,Employed,1,F,97519,Suburban,1,Married,1,108,3,39,0,2,Personal Auto,0,Personal L3,2,2,Call Center,3,699.39,Four-Door Car,1,Medsize,1
UX87150,California,10368.2,No,Extended,1,College,1,1/1/2024,Employed,1,M,92109,Suburban,1,Married,1,130,15,55,0,5,Corporate Auto,1,Corporate L2,4,4,Branch,1,622.08,Four-Door Car,1,Medsize,1
ZP27971,California,5135.13,No,Extended,1,High School or Below,0,1/1/2024,Employed,1,M,35168,Suburban,1,Married,1,131,5,69,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,628.56,Four-Door Car,1,Small,0
TG37225,California,6259.34,Yes,Basic,0,College,1,1/1/2024,Retired,3,M,36183,Suburban,1,Married,1,89,9,58,1,5,Personal Auto,0,Personal L3,2,2,Agent,2,427.68,Two-Door Car,0,Medsize,1
CO68055,Oregon,41804.53,No,Basic,0,Bachelor,2,1/1/2024,Unemployed,0,M,0,Suburban,1,Married,1,147,24,3,0,2,Personal Auto,0,Personal L1,0,3,Branch,1,933.39,SUV,4,Small,0
QU69375,Nevada,7518.08,Yes,Extended,1,High School or Below,0,1/1/2024,Unemployed,0,M,0,Suburban,1,Single,0,107,28,72,1,7,Corporate Auto,1,Corporate L2,4,1,Agent,2,550.04,Two-Door Car,0,Medsize,1
BK57087,California,5868.67,No,Basic,0,College,1,1/1/2024,Employed,1,F,51601,Suburban,1,Married,1,151,36,24,2,1,Personal Auto,0,Personal L3,2,3,Branch,1,725.76,SUV,4,Medsize,1
WW41496,Nevada,42167.11,No,Extended,1,Bachelor,2,1/1/2024,Employed,1,F,94721,Urban,2,Divorced,2,119,46,4,0,2,Personal Auto,0,Personal L3,2,2,Agent,2,506.79,Two-Door Car,0,Medsize,1
LO75919,Arizona,8111.05,No,Extended,1,Bachelor,2,1/1/2024,Employed,1,M,58783,Urban,2,Married,1,103,15,84,0,8,Personal Auto,0,Personal L3,2,1,Call Center,3,457.99,Two-Door Car,0,Medsize,1
HR28499,California,5252.8,No,Extended,1,Bachelor,2,1/1/2024,Employed,1,M,58830,Rural,0,Married,1,132,7,62,0,1,Personal Auto,0,Personal L1,0,2,Agent,2,142.64,Two-Door Car,0,Medsize,1
JP10227,California,16579.03,Yes,Premium,2,College,1,1/1/2024,Employed,1,M,119259,Suburban,1,Married,1,138,22,1,0,2,Corporate Auto,1,Corporate L2,4,1,Branch,1,660.96,Two-Door Car,0,Medsize,1
RT36566,California,7101.84,No,Basic,0,Bachelor,2,1/1/2024,Employed,1,F,41858,Suburban,1,Divorced,2,90,27,22,0,4,Personal Auto,0,Personal L3,2,2,Call Center,3,434.16,Four-Door Car,1,Medsize,1
BD69478,California,7012.78,No,Basic,0,College,1,1/1/2024,Employed,1,M,70042,Suburban,1,Married,1,89,11,134,0,9,Personal Auto,0,Personal L2,1,2,Call Center,3,842.06,Two-Door Car,0,Small,0
HJ64239,California,11154.55,No,Basic,0,College,1,1/1/2024,Unemployed,0,F,0,Suburban,1,Single,0,153,34,74,0,3,Corporate Auto,1,Corporate L3,5,1,Agent,2,1098.36,SUV,4,Medsize,1
ZF70768,California,5467.88,No,Premium,2,High School or Below,0,1/1/2024,Employed,1,M,111723,Rural,0,Married,1,136,22,50,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,242.23,Two-Door Car,0,Large,2
OH15780,California,16579.03,Yes,Premium,2,College,1,1/1/2024,Employed,1,M,119259,Suburban,1,Married,1,138,22,1,0,2,Personal Auto,0,Personal L2,1,1,Branch,1,660.96,Two-Door Car,0,Medsize,1
WL28610,California,5597.65,No,Basic,0,High School or Below,0,1/1/2024,Unemployed,0,F,0,Suburban,1,Divorced,2,157,34,7,1,1,Corporate Auto,1,Corporate L3,5,3,Branch,1,751.68,SUV,4,Medsize,1
CZ57208,California,20581.09,No,Basic,0,Bachelor,2,1/1/2024,Employed,1,F,40777,Suburban,1,Single,0,263,32,1,0,4,Personal Auto,0,Personal L3,2,1,Agent,2,1795.44,Luxury SUV,5,Large,2
GO36627,Arizona,5180.56,No,Extended,1,College,1,1/13/11,Employed,1,M,29538,Urban,2,Married,1,131,39,50,0,1,Special Auto,2,Special L2,7,1,Branch,1,572.5,Four-Door Car,1,Medsize,1
GK73582,California,4021.44,No,Extended,1,Bachelor,2,1/13/11,Employed,1,F,87191,Urban,2,Single,0,103,4,23,0,1,Personal Auto,0,Personal L1,0,3,Branch,1,279.23,Four-Door Car,1,Medsize,1
MF82000,Washington,3193.22,No,Basic,0,Bachelor,2,1/13/11,Unemployed,0,F,0,Rural,0,Married,1,89,34,69,2,1,Special Auto,2,Special L2,7,2,Branch,1,215.51,Four-Door Car,1,Medsize,1
XH85336,Washington,7489.84,Yes,Basic,0,Bachelor,2,1/13/11,Employed,1,M,91527,Suburban,1,Divorced,2,93,1,105,0,9,Personal Auto,0,Personal L3,2,1,Agent,2,447.12,Four-Door Car,1,Medsize,1
SV38190,Nevada,8750.06,No,Extended,1,Bachelor,2,1/13/11,Employed,1,F,41430,Suburban,1,Married,1,109,31,69,0,5,Personal Auto,0,Personal L2,1,4,Branch,1,630.78,Four-Door Car,1,Medsize,1
MY97912,Arizona,17967.6,No,Extended,1,College,1,1/13/11,Unemployed,0,M,0,Suburban,1,Divorced,2,171,26,54,0,2,Personal Auto,0,Personal L3,2,1,Call Center,3,822.96,SUV,4,Medsize,1
UI55951,California,7489.84,Yes,Basic,0,Bachelor,2,1/13/11,Employed,1,M,91527,Suburban,1,Divorced,2,93,1,105,0,9,Personal Auto,0,Personal L1,0,1,Agent,2,447.12,Four-Door Car,1,Medsize,1
JF57282,Nevada,6565.79,No,Extended,1,Bachelor,2,1/13/11,Unemployed,0,M,0,Suburban,1,Married,1,185,34,61,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,887.76,SUV,4,Small,0
ZC24631,Oregon,18788.46,No,Extended,1,College,1,1/13/11,Employed,1,M,90810,Rural,0,Single,0,120,42,14,0,2,Corporate Auto,1,Corporate L3,5,3,Call Center,3,128,Four-Door Car,1,Medsize,1
YR34689,California,15279.48,No,Extended,1,High School or Below,0,1/13/11,Employed,1,F,107015,Suburban,1,Married,1,128,38,82,3,2,Personal Auto,0,Personal L1,0,2,Branch,1,615.6,Four-Door Car,1,Medsize,1
MO33320,Oregon,6287.17,No,Basic,0,College,1,1/13/11,Disabled,4,M,24332,Suburban,1,Single,0,88,18,1,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,421.2,Two-Door Car,0,Medsize,1
EI71732,Oregon,8458.21,Yes,Extended,1,Doctor,4,1/13/11,Unemployed,0,F,0,Suburban,1,Married,1,113,24,34,1,4,Personal Auto,0,Personal L1,0,1,Agent,2,649.38,Four-Door Car,1,Medsize,1
HT16519,Washington,36315.36,No,Basic,0,Bachelor,2,1/13/11,Employed,1,F,85062,Urban,2,Married,1,151,23,66,0,2,Personal Auto,0,Personal L3,2,3,Call Center,3,655.14,Sports Car,2,Small,0
RY92647,California,14184.14,No,Extended,1,Bachelor,2,1/13/11,Unemployed,0,F,0,Suburban,1,Married,1,124,20,49,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,737.81,Four-Door Car,1,Medsize,1
RY92254,Washington,6139.65,No,Premium,2,Bachelor,2,1/13/11,Employed,1,M,45267,Suburban,1,Married,1,157,15,20,0,1,Personal Auto,0,Personal L3,2,4,Agent,2,1082.13,Two-Door Car,0,Medsize,1
NK91488,Nevada,7397.4,Yes,Basic,0,Master,3,1/13/11,Employed,1,M,75607,Suburban,1,Married,1,92,42,41,1,3,Personal Auto,0,Personal L3,2,1,Branch,1,440.64,Four-Door Car,1,Small,0
BW25236,Arizona,24912.33,No,Basic,0,College,1,1/13/11,Employed,1,M,97490,Urban,2,Married,1,89,30,31,0,2,Personal Auto,0,Personal L3,2,2,Web,0,334.68,Four-Door Car,1,Medsize,1
CK40732,California,10275.14,No,Premium,2,High School or Below,0,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,139,45,73,0,3,Special Auto,2,Special L2,7,1,Agent,2,1001.16,Four-Door Car,1,Medsize,1
EP61084,Nevada,4345.12,No,Extended,1,High School or Below,0,1/13/11,Employed,1,F,92848,Rural,0,Married,1,108,38,105,0,1,Personal Auto,0,Personal L3,2,3,Call Center,3,118.61,Four-Door Car,1,Medsize,1
GY74661,Oregon,5453.08,No,Basic,0,College,1,1/13/11,Employed,1,F,47130,Rural,0,Divorced,2,142,8,42,1,1,Personal Auto,0,Personal L3,2,4,Agent,2,171.15,SUV,4,Large,2
JW24035,Oregon,9250.2,No,Basic,0,College,1,1/13/11,Unemployed,0,M,0,Suburban,1,Single,0,93,9,61,1,2,Personal Auto,0,Personal L2,1,2,Branch,1,549.45,Four-Door Car,1,Medsize,1
SR30440,California,11676.39,No,Basic,0,College,1,1/13/11,Employed,1,F,58567,Suburban,1,Married,1,147,9,81,0,8,Personal Auto,0,Personal L1,0,3,Branch,1,1022.75,SUV,4,Medsize,1
LT89398,California,4617.61,No,Extended,1,High School or Below,0,1/13/11,Unemployed,0,M,0,Suburban,1,Married,1,124,3,51,0,1,Personal Auto,0,Personal L2,1,4,Web,0,596.16,Four-Door Car,1,Small,0
KP65334,California,7871.26,No,Extended,1,College,1,1/13/11,Unemployed,0,F,0,Suburban,1,Married,1,104,15,49,0,6,Corporate Auto,1,Corporate L1,3,1,Agent,2,1057.63,Four-Door Car,1,Medsize,1
QD73891,Oregon,7102.51,No,Basic,0,High School or Below,0,1/13/11,Employed,1,M,121793,Suburban,1,Married,1,89,19,119,1,5,Personal Auto,0,Personal L1,0,4,Web,0,427.68,Four-Door Car,1,Small,0
QP56563,Oregon,3654.73,No,Basic,0,College,1,1/13/11,Employed,1,M,109330,Rural,0,Married,1,90,0,70,0,1,Personal Auto,0,Personal L3,2,3,Agent,2,168.66,Four-Door Car,1,Medsize,1
NC42524,California,13105.32,No,Extended,1,College,1,1/13/11,Employed,1,M,41081,Suburban,1,Single,0,116,8,104,0,2,Special Auto,2,Special L3,8,4,Web,0,574.64,Four-Door Car,1,Small,0
LM44949,Oregon,7671.4,No,Basic,0,Doctor,4,1/13/11,Employed,1,F,49866,Urban,2,Married,1,95,43,42,0,3,Special Auto,2,Special L2,7,1,Agent,2,330.48,Four-Door Car,1,Medsize,1
QQ53360,Nevada,3697.73,No,Extended,1,College,1,1/13/11,Unemployed,0,M,0,Suburban,1,Married,1,124,35,15,4,1,Personal Auto,0,Personal L2,1,3,Agent,2,887.34,Two-Door Car,0,Medsize,1
MX28412,Oregon,3476.69,No,Basic,0,College,1,1/13/11,Medical Leave,2,F,38745,Suburban,1,Married,1,92,3,88,3,1,Personal Auto,0,Personal L2,1,4,Web,0,440.64,Four-Door Car,1,Medsize,1
TG57800,Oregon,3510.87,No,Basic,0,College,1,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,100,26,5,0,1,Personal Auto,0,Personal L2,1,1,Call Center,3,676.99,Two-Door Car,0,Medsize,1
GJ47896,Arizona,3592.4,No,Basic,0,College,1,1/13/11,Employed,1,F,47929,Urban,2,Married,1,90,19,128,0,1,Personal Auto,0,Personal L3,2,1,Branch,1,291.83,Two-Door Car,0,Medsize,1
QB14114,Oregon,7121.33,No,Extended,1,High School or Below,0,1/13/11,Employed,1,F,110498,Urban,2,Single,0,178,1,101,0,1,Personal Auto,0,Personal L3,2,1,Call Center,3,580.31,Sports Car,2,Medsize,1
QE92747,Oregon,11082.22,No,Premium,2,Bachelor,2,1/13/11,Employed,1,F,104331,Suburban,1,Married,1,138,11,73,0,3,Corporate Auto,1,Corporate L2,4,1,Agent,2,660.96,Four-Door Car,1,Medsize,1
CL37990,Arizona,9043.95,No,Extended,1,Bachelor,2,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,134,28,47,1,4,Corporate Auto,1,Corporate L1,3,1,Call Center,3,944.56,Four-Door Car,1,Medsize,1
RI35792,Nevada,5349.81,No,Extended,1,College,1,1/13/11,Unemployed,0,F,0,Urban,2,Married,1,169,36,131,4,1,Personal Auto,0,Personal L3,2,3,Branch,1,728.41,SUV,4,Small,0
HV62406,Oregon,3351.26,No,Basic,0,High School or Below,0,1/13/11,Disabled,4,F,35235,Suburban,1,Single,0,90,8,39,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,651.24,Four-Door Car,1,Medsize,1
ZN59196,Oregon,5640.13,No,Premium,2,Bachelor,2,1/13/11,Medical Leave,2,F,19046,Suburban,1,Married,1,147,36,119,0,1,Personal Auto,0,Personal L1,0,1,Call Center,3,706.32,Four-Door Car,1,Small,0
JS58659,Nevada,12016.98,No,Basic,0,Bachelor,2,1/13/11,Employed,1,M,103353,Urban,2,Married,1,100,3,61,0,2,Special Auto,2,Special L1,6,4,Agent,2,292.92,Four-Door Car,1,Medsize,1
ST59524,Oregon,3587.72,No,Basic,0,College,1,1/13/11,Unemployed,0,M,0,Suburban,1,Married,1,96,30,34,0,1,Personal Auto,0,Personal L1,0,3,Call Center,3,460.08,Four-Door Car,1,Medsize,1
PR22184,California,12332.64,No,Basic,0,College,1,1/13/11,Employed,1,F,128696,Suburban,1,Married,1,153,1,1,0,3,Corporate Auto,1,Corporate L2,4,4,Branch,1,732.24,Sports Car,2,Medsize,1
AW86033,California,2861.86,No,Basic,0,College,1,1/13/11,Disabled,4,M,24687,Suburban,1,Married,1,82,8,76,4,1,Personal Auto,0,Personal L2,1,1,Agent,2,395.28,Two-Door Car,0,Medsize,1
WV37081,California,6964.08,No,Basic,0,College,1,1/13/11,Employed,1,M,35050,Urban,2,Married,1,89,15,47,0,9,Personal Auto,0,Personal L3,2,2,Web,0,403.59,Four-Door Car,1,Medsize,1
WQ13284,California,11333.62,No,Basic,0,College,1,1/13/11,Employed,1,M,85035,Urban,2,Divorced,2,96,4,24,1,2,Personal Auto,0,Personal L2,1,1,Web,0,430.83,Four-Door Car,1,Medsize,1
WA70405,Nevada,11213.84,No,Basic,0,College,1,1/13/11,Employed,1,M,121276,Suburban,1,Single,0,142,23,19,0,3,Personal Auto,0,Personal L3,2,3,Agent,2,680.4,SUV,4,Medsize,1
MV41462,Arizona,6839.96,No,Basic,0,Bachelor,2,1/13/11,Employed,1,F,48055,Suburban,1,Married,1,86,15,124,0,3,Personal Auto,0,Personal L2,1,1,Agent,2,414.72,Two-Door Car,0,Medsize,1
CI27304,California,12582.12,No,Extended,1,College,1,1/13/11,Employed,1,M,54363,Urban,2,Married,1,109,0,96,2,2,Personal Auto,0,Personal L2,1,2,Agent,2,445.47,Four-Door Car,1,Medsize,1
VF83291,Oregon,6528.67,No,Basic,0,College,1,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,93,16,120,0,8,Personal Auto,0,Personal L1,0,1,Agent,2,853.31,Four-Door Car,1,Small,0
FQ24929,Oregon,7397.4,Yes,Basic,0,Master,3,1/13/11,Employed,1,M,75607,Suburban,1,Married,1,92,42,41,1,3,Personal Auto,0,Personal L3,2,1,Branch,1,440.64,Four-Door Car,1,Small,0
NI49607,Oregon,5934.45,No,Basic,0,College,1,1/13/11,Employed,1,F,38771,Suburban,1,Married,1,149,0,23,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,1069.2,SUV,4,Medsize,1
JZ63423,Arizona,7183.5,No,Extended,1,College,1,1/13/11,Employed,1,M,91032,Suburban,1,Divorced,2,184,38,23,1,1,Personal Auto,0,Personal L3,2,2,Call Center,3,881.28,SUV,4,Large,2
DC70690,Arizona,7557.31,No,Basic,0,College,1,1/13/11,Employed,1,F,69845,Suburban,1,Single,0,96,18,74,0,6,Personal Auto,0,Personal L1,0,1,Web,0,580.72,Four-Door Car,1,Medsize,1
XH93021,Nevada,7343.11,No,Extended,1,High School or Below,0,1/13/11,Unemployed,0,M,0,Suburban,1,Single,0,111,16,54,0,6,Personal Auto,0,Personal L3,2,1,Branch,1,797.04,Four-Door Car,1,Small,0
IC12985,Arizona,6182.47,No,Premium,2,Bachelor,2,1/13/11,Employed,1,M,54216,Suburban,1,Married,1,159,9,65,1,1,Personal Auto,0,Personal L2,1,2,Call Center,3,764.64,Four-Door Car,1,Small,0
GH86762,California,26263.45,No,Extended,1,Bachelor,2,1/13/11,Employed,1,F,80802,Urban,2,Single,0,167,24,107,0,2,Special Auto,2,Special L2,7,1,Web,0,770.64,SUV,4,Small,0
BW80872,Washington,5986.46,No,Premium,2,High School or Below,0,1/13/11,Employed,1,M,46641,Rural,0,Married,1,150,11,105,0,1,Personal Auto,0,Personal L2,1,2,Web,0,170.01,Four-Door Car,1,Medsize,1
TV77808,Arizona,7669.76,No,Basic,0,High School or Below,0,1/13/11,Employed,1,M,90628,Suburban,1,Married,1,96,46,96,0,6,Corporate Auto,1,Corporate L2,4,2,Branch,1,629.6,Four-Door Car,1,Large,2
PA38372,Washington,12632.95,No,Premium,2,High School or Below,0,1/13/11,Employed,1,F,44631,Rural,0,Married,1,158,26,123,0,3,Personal Auto,0,Personal L2,1,1,Branch,1,76.59,Four-Door Car,1,Medsize,1
KI82366,Arizona,10007.5,No,Premium,2,College,1,1/13/11,Unemployed,0,M,0,Suburban,1,Single,0,151,43,100,0,5,Personal Auto,0,Personal L3,2,4,Call Center,3,1088.64,Four-Door Car,1,Medsize,1
YD22081,Arizona,13096.39,No,Extended,1,College,1,1/13/11,Employed,1,F,61652,Urban,2,Married,1,108,9,74,0,2,Personal Auto,0,Personal L3,2,2,Branch,1,465.44,Four-Door Car,1,Medsize,1
GP99578,Nevada,9566.34,No,Basic,0,High School or Below,0,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,265,14,51,0,1,Personal Auto,0,Personal L3,2,1,Branch,1,2220.33,Luxury SUV,5,Medsize,1
YC83239,Washington,3866.53,No,Extended,1,Bachelor,2,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,112,23,41,0,1,Personal Auto,0,Personal L2,1,4,Web,0,1114.14,Two-Door Car,0,Medsize,1
HP56518,Oregon,7489.84,Yes,Basic,0,Bachelor,2,1/13/11,Employed,1,M,91527,Suburban,1,Divorced,2,93,1,105,0,9,Personal Auto,0,Personal L3,2,1,Agent,2,447.12,Four-Door Car,1,Medsize,1
DR68556,Oregon,10607.43,No,Basic,0,High School or Below,0,1/13/11,Employed,1,M,114840,Urban,2,Married,1,88,46,69,0,2,Personal Auto,0,Personal L3,2,2,Branch,1,345.93,Four-Door Car,1,Medsize,1
OC88207,California,7529.27,No,Basic,0,Master,3,1/13/11,Employed,1,M,104308,Rural,0,Married,1,93,34,14,0,3,Special Auto,2,Special L3,8,2,Branch,1,230.43,Two-Door Car,0,Medsize,1
JG83987,Arizona,8709.21,No,Extended,1,Bachelor,2,1/13/11,Employed,1,F,41657,Urban,2,Married,1,109,23,19,0,7,Personal Auto,0,Personal L3,2,3,Web,0,417.37,Two-Door Car,0,Large,2
ZN27809,Oregon,10912.78,No,Basic,0,College,1,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,157,9,31,0,8,Personal Auto,0,Personal L3,2,1,Web,0,1107.03,SUV,4,Medsize,1
BE75190,California,13709.66,No,Extended,1,College,1,1/13/11,Employed,1,M,38818,Suburban,1,Single,0,120,12,23,0,2,Corporate Auto,1,Corporate L1,3,2,Web,0,576.72,Four-Door Car,1,Medsize,1
PS47550,California,17790.88,No,Basic,0,High School or Below,0,1/13/11,Employed,1,F,108320,Suburban,1,Married,1,146,5,96,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,1048.41,SUV,4,Medsize,1
MF23895,Arizona,3523.27,No,Basic,0,College,1,1/13/11,Employed,1,F,78488,Rural,0,Married,1,88,39,104,1,1,Corporate Auto,1,Corporate L3,5,4,Agent,2,44.78,Four-Door Car,1,Medsize,1
SZ60342,Arizona,6950.68,No,Basic,0,College,1,1/13/11,Employed,1,M,68946,Suburban,1,Married,1,88,23,127,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,421.2,Two-Door Car,0,Small,0
ZX68434,California,6918.73,No,Extended,1,Doctor,4,1/13/11,Unemployed,0,F,0,Suburban,1,Divorced,2,181,18,76,0,1,Personal Auto,0,Personal L2,1,3,Web,0,868.32,SUV,4,Medsize,1
CN17219,Oregon,34535.17,No,Basic,0,College,1,1/13/11,Employed,1,M,37747,Suburban,1,Married,1,97,20,86,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,466.56,Two-Door Car,0,Small,0
UM73815,Arizona,19598.54,No,Premium,2,High School or Below,0,1/13/11,Employed,1,F,101076,Suburban,1,Married,1,240,0,20,0,7,Personal Auto,0,Personal L3,2,1,Call Center,3,1153.44,SUV,4,Medsize,1
SP94430,California,10328.98,No,Basic,0,Bachelor,2,1/13/11,Employed,1,F,71996,Urban,2,Single,0,88,11,77,0,2,Personal Auto,0,Personal L3,2,1,Agent,2,302.53,Four-Door Car,1,Medsize,1
GT89774,Arizona,23097.68,No,Extended,1,Bachelor,2,1/13/11,Employed,1,F,117638,Rural,0,Married,1,288,24,36,0,3,Personal Auto,0,Personal L3,2,4,Agent,2,491.22,Luxury SUV,5,Medsize,1
UD31660,California,5483.15,No,Premium,2,Bachelor,2,1/13/11,Employed,1,M,94674,Rural,0,Married,1,139,32,77,1,1,Personal Auto,0,Personal L2,1,1,Branch,1,176.17,Four-Door Car,1,Medsize,1
CO44659,Arizona,4505.75,No,Extended,1,Bachelor,2,1/13/11,Employed,1,F,58739,Urban,2,Married,1,112,11,101,0,1,Personal Auto,0,Personal L3,2,3,Agent,2,321.42,Four-Door Car,1,Medsize,1
RA43827,Oregon,11648.21,No,Basic,0,High School or Below,0,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,158,15,85,0,5,Special Auto,2,Special L2,7,2,Branch,1,1137.24,SUV,4,Medsize,1
ZZ42291,California,54318.56,No,Extended,1,Master,3,1/13/11,Employed,1,F,104143,Rural,0,Married,1,169,7,66,3,2,Personal Auto,0,Personal L3,2,1,Agent,2,237.61,SUV,4,Small,0
HX36471,California,9163.91,No,Extended,1,High School or Below,0,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,126,3,95,0,9,Personal Auto,0,Personal L3,2,2,Branch,1,1154.71,Two-Door Car,0,Medsize,1
SK98708,Oregon,5494.2,No,Premium,2,College,1,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,158,0,57,0,1,Corporate Auto,1,Corporate L3,5,2,Branch,1,823.23,Four-Door Car,1,Medsize,1
NM77390,Nevada,11066.91,No,Basic,0,High School or Below,0,1/13/11,Employed,1,M,76664,Suburban,1,Single,0,146,30,46,5,7,Special Auto,2,Special L3,8,1,Agent,2,782.61,SUV,4,Medsize,1
NN79124,Nevada,6149.13,No,Basic,0,Bachelor,2,1/13/11,Employed,1,M,121711,Urban,2,Married,1,154,22,8,0,1,Personal Auto,0,Personal L1,0,2,Call Center,3,524.27,SUV,4,Small,0
MR13691,Arizona,8506.49,No,Extended,1,Bachelor,2,1/13/11,Employed,1,M,64290,Urban,2,Married,1,108,20,18,0,7,Personal Auto,0,Personal L3,2,1,Call Center,3,412.48,Four-Door Car,1,Medsize,1
QA78691,Nevada,22123.93,No,Basic,0,Bachelor,2,1/13/11,Unemployed,0,F,0,Suburban,1,Single,0,92,7,5,1,2,Personal Auto,0,Personal L2,1,2,Call Center,3,652.83,Four-Door Car,1,Large,2
KA29693,California,15543.03,No,Basic,0,College,1,1/13/11,Medical Leave,2,M,21959,Suburban,1,Married,1,135,15,31,0,2,Special Auto,2,Special L1,6,2,Web,0,1589.39,SUV,4,Medsize,1
RA87395,California,11280.84,No,Basic,0,Bachelor,2,1/13/11,Unemployed,0,M,0,Rural,0,Married,1,159,34,39,0,7,Personal Auto,0,Personal L3,2,1,Agent,2,206.79,SUV,4,Medsize,1
TG60853,Nevada,8458.21,Yes,Extended,1,Doctor,4,1/13/11,Unemployed,0,F,0,Suburban,1,Married,1,113,24,34,1,4,Corporate Auto,1,Corporate L2,4,1,Agent,2,649.38,Four-Door Car,1,Medsize,1
EZ39383,Arizona,14454,No,Basic,0,Bachelor,2,1/13/11,Employed,1,F,74839,Suburban,1,Divorced,2,90,9,59,0,2,Personal Auto,0,Personal L2,1,3,Agent,2,434.16,Four-Door Car,1,Small,0
